Date : 2024-03-21 23:08:07
Directory : e:\vscode-workspace\me\employee-profiling
Total : 161 files,  1482 codes, 115 comments, 152 blanks, all 1749 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| e:\vscode-workspace\me\employee-profiling\src\views\Charts\components\PostChart.vue                | Vue                |        152 |          0 |         12 |        164 |
| e:\vscode-workspace\me\employee-profiling\src\views\Charts\components\SmallChart.vue               | Vue                |         83 |          0 |          4 |         87 |
| e:\vscode-workspace\me\employee-profiling\src\views\Charts\components\TagChart.vue                 | Vue                |        126 |          0 |         13 |        139 |
| e:\vscode-workspace\me\employee-profiling\src\views\EmployeePortrait\EmployeePortrait.vue          | Vue                |        187 |          0 |         13 |        200 |
| e:\vscode-workspace\me\employee-profiling\src\views\EmployeePortrait\components\EmployeeInfo.vue   | Vue                |        434 |         83 |         12 |        529 |
| e:\vscode-workspace\me\employee-profiling\src\views\ExamineApprove\ExamineApprove.vue              | Vue                |        100 |          0 |         10 |        110 |
| e:\vscode-workspace\me\employee-profiling\src\views\Information\Information.vue                    | Vue                |         33 |          0 |          3 |         36 |
| e:\vscode-workspace\me\employee-profiling\src\views\Information\components\InforFunction.vue       | Vue                |      1,333 |          0 |         40 |      1,373 |
| e:\vscode-workspace\me\employee-profiling\src\views\Information\components\InforTable.vue          | Vue                |         60 |          0 |          8 |         68 |
| e:\vscode-workspace\me\employee-profiling\src\views\Login\Login.vue                                | Vue                |        171 |          0 |         23 |        194 |
| e:\vscode-workspace\me\employee-profiling\src\views\Matching\Matching.vue                          | Vue                |         76 |          0 |          6 |         82 |
| e:\vscode-workspace\me\employee-profiling\src\views\Matching\components\MatchingAnalyze.vue        | Vue                |        501 |         20 |         24 |        545 |
| e:\vscode-workspace\me\employee-profiling\src\views\Matching\components\MatchingPost.vue           | Vue                |        251 |          0 |         18 |        269 |
| e:\vscode-workspace\me\employee-profiling\src\views\ModelModification\ModelModification.vue        | Vue                |        191 |          0 |          7 |        198 |
| e:\vscode-workspace\me\employee-profiling\src\views\ModelModification\components\DeleteDialog.vue  | Vue                |         63 |          0 |          6 |         69 |
| e:\vscode-workspace\me\employee-profiling\src\views\ModelModification\components\createdDialog.vue | Vue                |        416 |          0 |          9 |        425 |
| e:\vscode-workspace\me\employee-profiling\src\views\ModelModification\components\editDialog.vue    | Vue                |        455 |          0 |         12 |        467 |
| e:\vscode-workspace\me\employee-profiling\src\views\NotAuth\NotAuth.vue                            | Vue                |         11 |          0 |          3 |         14 |
| e:\vscode-workspace\me\employee-profiling\src\views\NotFound\NotFound.vue                          | Vue                |         11 |          0 |          3 |         14 |
| e:\vscode-workspace\me\employee-profiling\src\views\NotServer\NotServer.vue                        | Vue                |         11 |          0 |          3 |         14 |
| e:\vscode-workspace\me\employee-profiling\src\views\OverallPortrait\OverallPortrait.vue            | Vue                |        119 |          0 |          6 |        125 |
| e:\vscode-workspace\me\employee-profiling\src\views\OverallPortrait\components\OverallSelect.vue   | Vue                |        166 |          0 |         12 |        178 |
| e:\vscode-workspace\me\employee-profiling\src\views\Performance\Performance.vue                    | Vue                |         33 |          1 |          3 |         37 |
| e:\vscode-workspace\me\employee-profiling\src\views\Performance\components\PerforFunction.vue      | Vue                |        584 |          0 |         32 |        616 |
| e:\vscode-workspace\me\employee-profiling\src\views\Performance\components\PerforTable.vue         | Vue                |         84 |          0 |          8 |         92 |
| e:\vscode-workspace\me\employee-profiling\src\views\PositionPortrait\PositionPortrait.vue          | Vue                |        161 |          0 |          7 |        168 |
| e:\vscode-workspace\me\employee-profiling\src\views\Register\Register.vue                          | Vue                |        160 |          0 |         15 |        175 |
| e:\vscode-workspace\me\employee-profiling\src\views\TagManage\TagManage.vue                        | Vue                |        204 |          0 |         15 |        219 |
| e:\vscode-workspace\me\employee-profiling\tsconfig.json                                            | JSON with Comments |         27 |          5 |          4 |         36 |
| e:\vscode-workspace\me\employee-profiling\tsconfig.node.json                                       | JSON               |         10 |          0 |          1 |         11 |
| e:\vscode-workspace\me\employee-profiling\types\auto-imports.d.ts                                  | TypeScript         |        276 |          8 |          1 |        285 |
| e:\vscode-workspace\me\employee-profiling\types\components.d.ts                                    | TypeScript         |         16 |          5 |          2 |         23 |
| e:\vscode-workspace\me\employee-profiling\types\shims.d.ts                                         | TypeScript         |         14 |          0 |          4 |         18 |
| e:\vscode-workspace\me\employee-profiling\types\vite-env.d.ts                                      | TypeScript         |          9 |          1 |          3 |         13 |
| e:\vscode-workspace\me\employee-profiling\vite.config.ts                                           | TypeScript         |         73 |          8 |          7 |         88 |
| Total                                                                                              |                    |      1,482 |        115 |        152 |      1,749 |
+----------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
